,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,position_simple,player_id
17756,FC Porto,Licá,24.0,Left Winger,Estoril,£1.35m,in,Summer,1.35,Liga Nos,2013,2013/2014,attacker,14900.0
17757,FC Porto,Carlos Eduardo,23.0,Attacking Midfield,Estoril,£810Th.,in,Summer,0.81,Liga Nos,2013,2013/2014,midfielder,14035.0
17758,FC Porto,Josué,22.0,Attacking Midfield,Paços Ferreira,£450Th.,in,Summer,0.45,Liga Nos,2013,2013/2014,midfielder,13273.0
17762,FC Porto,André Castro,25.0,Central Midfield,Kasimpasa,Loan fee:£900Th.,out,Summer,0.9,Liga Nos,2013,2013/2014,midfielder,14901.0
17765,FC Porto,Djalma,26.0,Right Winger,Konyaspor,Loan fee:£450Th.,out,Summer,0.45,Liga Nos,2013,2013/2014,attacker,7433.0
17766,CD Nacional,Djaniny,22.0,Centre-Forward,Benfica,£1.08m,in,Summer,1.08,Liga Nos,2013,2013/2014,attacker,14422.0
17767,CD Nacional,Zainadine Júnior,25.0,Centre-Back,Muçulmana,£90Th.,in,Summer,0.09,Liga Nos,2013,2013/2014,defender,7434.0
17768,SC Braga,Rúben Micael,26.0,Central Midfield,Atlético Madrid,£2.70m,in,Summer,2.7,Liga Nos,2013,2013/2014,midfielder,13922.0
17769,SC Braga,Felipe Pardo,22.0,Right Winger,Indep. Medellín,£540Th.,in,Summer,0.54,Liga Nos,2013,2013/2014,attacker,14902.0
17770,SC Braga,Rafa Silva,20.0,Left Midfield,Feirense,£446Th.,in,Summer,0.446,Liga Nos,2013,2013/2014,midfielder,14903.0
17771,SC Braga,Márcio Mossoró,29.0,Attacking Midfield,Ahli,£3.15m,out,Summer,3.15,Liga Nos,2013,2013/2014,midfielder,13699.0
17773,SC Braga,Douglão,27.0,Centre-Back,Qatar SC,Loan fee:£594Th.,out,Summer,0.594,Liga Nos,2013,2013/2014,defender,7437.0
17774,CS Marítimo,Patrick Bauer,20.0,Centre-Back,VfB Stuttgart,£135Th.,in,Summer,0.135,Liga Nos,2013,2013/2014,defender,14904.0
17775,CS Marítimo,Hyun-jun Suk,22.0,Centre-Forward,Ahli,£2.70m,out,Summer,2.7,Liga Nos,2013,2013/2014,attacker,14905.0
17776,Estoril Praia,Sebá,21.0,Left Winger,Cruzeiro,£225Th.,in,Summer,0.225,Liga Nos,2013,2013/2014,attacker,14906.0
17780,Vitória Guimarães SC,Moussa Maazou,24.0,Centre-Forward,ES Sahel,£450Th.,in,Summer,0.45,Liga Nos,2013,2013/2014,attacker,13859.0
17781,Vitória Guimarães SC,Amido Baldé,22.0,Centre-Forward,Celtic,£1.58m,out,Summer,1.58,Liga Nos,2013,2013/2014,attacker,7441.0
17782,Vitória Guimarães SC,Ricardo Pereira,19.0,Right-Back,FC Porto B,£1.44m,out,Summer,1.44,Liga Nos,2013,2013/2014,defender,14907.0
17783,Vitória Guimarães SC,El Arbi Hillel Soudani,25.0,Right Winger,Dinamo Zagreb,£810Th.,out,Summer,0.81,Liga Nos,2013,2013/2014,attacker,14419.0
17784,Vitória Guimarães SC,Tiago Rodrigues,21.0,Attacking Midfield,FC Porto B,£450Th.,out,Summer,0.45,Liga Nos,2013,2013/2014,midfielder,7443.0
17785,Gil Vicente FC,Luís Carlos,26.0,Left Winger,Zawisza,£135Th.,out,Summer,0.135,Liga Nos,2013,2013/2014,attacker,7444.0
17786,Rio Ave FC,Alhassan Wakaso,21.0,Defensive Midfield,Portimonense,£63Th.,in,Summer,0.063,Liga Nos,2013,2013/2014,midfielder,14908.0
17787,Belenenses SAD,Deyverson,22.0,Centre-Forward,Benfica B,£900Th.,in,Summer,0.9,Liga Nos,2013,2013/2014,attacker,14909.0
17788,Académica Coimbra,Rafael Oliveira,26.0,Centre-Forward,Santa Rita,Loan fee:£32Th.,in,Summer,0.032,Liga Nos,2013,2013/2014,attacker,7447.0
17789,Académica Coimbra,Salim Cissé,20.0,Centre-Forward,Sporting B,£675Th.,out,Summer,0.675,Liga Nos,2013,2013/2014,attacker,7448.0
17791,FC Paços de Ferreira,Hélder Lopes,24.0,Left-Back,Beira-Mar,£113Th.,in,Summer,0.113,Liga Nos,2013,2013/2014,defender,7449.0
17796,Sporting CP,Héldon,25.0,Left Winger,Marítimo,£900Th.,in,Winter,0.9,Liga Nos,2013,2013/2014,attacker,14910.0
17797,Sporting CP,Shikabala,27.0,Right Winger,Zamalek,£171Th.,in,Winter,0.171,Liga Nos,2013,2013/2014,attacker,14911.0
17799,FC Porto,Lucho González,33.0,Central Midfield,Al-Rayyan SC,£2.97m,out,Winter,2.97,Liga Nos,2013,2013/2014,midfielder,12812.0
17800,FC Porto,Walter,24.0,Centre-Forward,Fluminense,Loan fee:£1.91m,out,Winter,1.91,Liga Nos,2013,2013/2014,attacker,14147.0
17801,CD Nacional,Saleh Gomaa,20.0,Attacking Midfield,Enppi SC,Loan fee:£90Th.,in,Winter,0.09,Liga Nos,2013,2013/2014,midfielder,7452.0
17802,SC Braga,Raul Rusescu,25.0,Centre-Forward,Sevilla FC,Loan fee:£203Th.,in,Winter,0.203,Liga Nos,2013,2013/2014,attacker,14749.0
17803,SC Braga,Rodrigo Battaglia,22.0,Central Midfield,Racing Club,£72Th.,in,Winter,0.07200000000000001,Liga Nos,2013,2013/2014,midfielder,14912.0
17805,Vitória Setúbal FC,Wilder Cartagena,19.0,Defensive Midfield,Alianza Lima,£45Th.,in,Winter,0.045,Liga Nos,2013,2013/2014,midfielder,7454.0
17808,Estoril Praia,Emídio Rafael,27.0,Left-Back,Platanias,£117Th.,in,Winter,0.11699999999999999,Liga Nos,2013,2013/2014,defender,14150.0
17809,Estoril Praia,Luís Leal,26.0,Right Winger,Ahli,£630Th.,out,Winter,0.63,Liga Nos,2013,2013/2014,attacker,7455.0
17810,Académica Coimbra,Rafa Lopes,22.0,Centre-Forward,Penafiel,£135Th.,in,Winter,0.135,Liga Nos,2013,2013/2014,attacker,7456.0
17811,Académica Coimbra,Liban Abdi,25.0,Left Midfield,C. Rizespor,£450Th.,out,Winter,0.45,Liga Nos,2013,2013/2014,midfielder,7457.0
17812,Dynamo Moscow,Aleksandr Kokorin,22.0,Centre-Forward,Anzhi,£17.10m,in,Summer,17.1,Premier Liga,2013,2013/2014,attacker,14913.0
17813,Dynamo Moscow,Igor Denisov,29.0,Defensive Midfield,Anzhi,£13.50m,in,Summer,13.5,Premier Liga,2013,2013/2014,midfielder,14914.0
17814,Dynamo Moscow,Yuri Zhirkov,29.0,Left-Back,Anzhi,£9.90m,in,Summer,9.9,Premier Liga,2013,2013/2014,defender,13731.0
17815,Dynamo Moscow,Christopher Samba,29.0,Centre-Back,Anzhi,£9.00m,in,Summer,9.0,Premier Liga,2013,2013/2014,defender,12878.0
17816,Dynamo Moscow,Vladimir Gabulov,29.0,Goalkeeper,Anzhi,£6.30m,in,Summer,6.3,Premier Liga,2013,2013/2014,goalkeeper,14915.0
17817,Dynamo Moscow,Aleksey Ionov,24.0,Right Winger,Anzhi,£4.50m,in,Summer,4.5,Premier Liga,2013,2013/2014,attacker,14916.0
17818,Dynamo Moscow,Alan Kasaev,27.0,Left Winger,Rubin Kazan,Loan fee:£450Th.,in,Summer,0.45,Premier Liga,2013,2013/2014,attacker,14917.0
17819,Dynamo Moscow,Vladimir Dyadyun,24.0,Centre-Forward,Rubin Kazan,£360Th.,in,Summer,0.36,Premier Liga,2013,2013/2014,attacker,7463.0
17823,Ural Yekaterinburg,Artur Sarkisov,26.0,Right Winger,Loko Moscow,£270Th.,in,Summer,0.27,Premier Liga,2013,2013/2014,attacker,7464.0
17824,Ural Yekaterinburg,Vladimir Koman,24.0,Attacking Midfield,Krasnodar,Loan fee:£180Th.,in,Summer,0.18,Premier Liga,2013,2013/2014,midfielder,13878.0
17825,Amkar Perm,Thomas Phibel,27.0,Centre-Back,Widzew Lodz,£315Th.,in,Summer,0.315,Premier Liga,2013,2013/2014,defender,7465.0
17826,Amkar Perm,Janusz Gol,27.0,Defensive Midfield,Legia Warszawa,£270Th.,in,Summer,0.27,Premier Liga,2013,2013/2014,midfielder,7466.0
17827,Amkar Perm,Nikolaos Karelis,21.0,Centre-Forward,Panathinaikos,£54Th.,out,Summer,0.054000000000000006,Premier Liga,2013,2013/2014,attacker,14646.0
17828,Terek Grozny,Ismail Aissati,25.0,Attacking Midfield,Antalyaspor,£2.97m,in,Summer,2.97,Premier Liga,2013,2013/2014,midfielder,13709.0
17829,Terek Grozny,Gheorghe Grozav,22.0,Left Winger,Petrolul,£1.98m,in,Summer,1.98,Premier Liga,2013,2013/2014,attacker,7467.0
17830,Terek Grozny,Jeremy Bokila,24.0,Centre-Forward,Zulte Waregem,£720Th.,in,Summer,0.72,Premier Liga,2013,2013/2014,attacker,14918.0
17831,Terek Grozny,Evgeniy Gorodov,27.0,Goalkeeper,Krasnodar,£270Th.,in,Summer,0.27,Premier Liga,2013,2013/2014,goalkeeper,7469.0
17832,Terek Grozny,Evgeni Kobozev,23.0,Goalkeeper,Ufa,£203Th.,in,Summer,0.203,Premier Liga,2013,2013/2014,goalkeeper,7470.0
17833,Anzhi Makhachkala,Aleksandr Kokorin,22.0,Centre-Forward,Dynamo Moscow,£17.10m,in,Summer,17.1,Premier Liga,2013,2013/2014,attacker,14913.0
17834,Anzhi Makhachkala,Igor Denisov,29.0,Defensive Midfield,Zenit S-Pb,£13.50m,in,Summer,13.5,Premier Liga,2013,2013/2014,midfielder,14914.0
17835,Anzhi Makhachkala,Christopher Samba,29.0,Centre-Back,QPR,£10.44m,in,Summer,10.44,Premier Liga,2013,2013/2014,defender,12878.0
17836,Anzhi Makhachkala,Aleksey Ionov,24.0,Right Winger,Kuban Krasnodar,£4.50m,in,Summer,4.5,Premier Liga,2013,2013/2014,attacker,14916.0
17837,Anzhi Makhachkala,Ilya Maksimov,26.0,Central Midfield,KS Samara,£3.60m,in,Summer,3.6,Premier Liga,2013,2013/2014,midfielder,14662.0
17838,Anzhi Makhachkala,Gia Grigalava,24.0,Centre-Back,KS Samara,£1.80m,in,Summer,1.8,Premier Liga,2013,2013/2014,defender,7471.0
17839,Anzhi Makhachkala,Benoît Angbwa,31.0,Right-Back,KS Samara,£1.35m,in,Summer,1.35,Premier Liga,2013,2013/2014,defender,14663.0
17840,Anzhi Makhachkala,Kamil Agalarov,25.0,Defensive Midfield,Rostov,£720Th.,in,Summer,0.72,Premier Liga,2013,2013/2014,midfielder,14919.0
17841,Anzhi Makhachkala,Mikhail Kerzhakov,26.0,Goalkeeper,Volga NN,£450Th.,in,Summer,0.45,Premier Liga,2013,2013/2014,goalkeeper,7473.0
17853,Anzhi Makhachkala,Mehdi Carcela-González,24.0,Right Winger,Standard Liège,£900Th.,out,Summer,0.9,Premier Liga,2013,2013/2014,attacker,14920.0
17856,Rubin Kazan,Mubarak Wakaso,23.0,Central Midfield,Espanyol,£5.40m,in,Summer,5.4,Premier Liga,2013,2013/2014,midfielder,14496.0
17857,Rubin Kazan,Chris Mavinga,22.0,Centre-Back,Stade Rennais,£4.50m,in,Summer,4.5,Premier Liga,2013,2013/2014,defender,14339.0
17858,Rubin Kazan,Vladislav Kulik,28.0,Central Midfield,Kuban Krasnodar,£3.24m,in,Summer,3.24,Premier Liga,2013,2013/2014,midfielder,7475.0
17859,Rubin Kazan,Inal Getigezhev,26.0,Left-Back,Rostov,£2.25m,in,Summer,2.25,Premier Liga,2013,2013/2014,defender,7476.0
17860,Rubin Kazan,Ruslan Mukhametshin,31.0,Centre-Forward,Mordovia,£450Th.,in,Summer,0.45,Premier Liga,2013,2013/2014,attacker,7477.0
17865,Rubin Kazan,Gökhan Töre,21.0,Right Winger,Besiktas,Loan fee:£315Th.,out,Summer,0.315,Premier Liga,2013,2013/2014,attacker,14267.0
17866,Rubin Kazan,Aleksey Eremenko Jr.,30.0,Attacking Midfield,Kairat Almaty,£180Th.,out,Summer,0.18,Premier Liga,2013,2013/2014,midfielder,12533.0
17870,Kuban Krasnodar,Lorenzo Melgarejo,23.0,Left Winger,Benfica,£4.50m,in,Summer,4.5,Premier Liga,2013,2013/2014,attacker,14412.0
17871,Kuban Krasnodar,Gonzalo Bueno,20.0,Left Winger,Nacional,£3.60m,in,Summer,3.6,Premier Liga,2013,2013/2014,attacker,7478.0
17872,Kuban Krasnodar,Mohammed Rabiu,23.0,Defensive Midfield,Évian,£2.70m,in,Summer,2.7,Premier Liga,2013,2013/2014,midfielder,14348.0
17877,CSKA Moscow,Vitinho,19.0,Left Winger,Botafogo,£8.55m,in,Summer,8.55,Premier Liga,2013,2013/2014,attacker,14921.0
17878,CSKA Moscow,Georgi Milanov,21.0,Attacking Midfield,Litex Lovetch,£3.24m,in,Summer,3.24,Premier Liga,2013,2013/2014,midfielder,7480.0
17879,CSKA Moscow,Steven Zuber,21.0,Left Midfield,Grasshoppers,£3.24m,in,Summer,3.24,Premier Liga,2013,2013/2014,midfielder,14922.0
17880,CSKA Moscow,Vágner Love,29.0,Centre-Forward,SD Luneng,£10.80m,out,Summer,10.8,Premier Liga,2013,2013/2014,attacker,14655.0
17881,FK Rostov,Byung-soo Yoo,25.0,Centre-Forward,Hilal,£1.35m,in,Summer,1.35,Premier Liga,2013,2013/2014,attacker,7482.0
17882,FK Rostov,Kamil Agalarov,25.0,Defensive Midfield,Anzhi,£540Th.,in,Summer,0.54,Premier Liga,2013,2013/2014,midfielder,14919.0
17883,FK Rostov,Hrvoje Milic,24.0,Left-Back,NK Istra,£315Th.,in,Summer,0.315,Premier Liga,2013,2013/2014,defender,14923.0
17884,FK Rostov,Azim Fatullaev,27.0,Defensive Midfield,Enisey,£270Th.,in,Summer,0.27,Premier Liga,2013,2013/2014,midfielder,7484.0
17887,Zenit St. Petersburg,Cristian Ansaldi,26.0,Left-Back,Rubin Kazan,£7.20m,in,Summer,7.2,Premier Liga,2013,2013/2014,defender,14924.0
17888,Zenit St. Petersburg,Oleg Shatov,23.0,Attacking Midfield,Anzhi,£6.30m,in,Summer,6.3,Premier Liga,2013,2013/2014,midfielder,14925.0
17889,Zenit St. Petersburg,Igor Smolnikov,25.0,Right-Back,Krasnodar,£5.40m,in,Summer,5.4,Premier Liga,2013,2013/2014,defender,14647.0
17890,Zenit St. Petersburg,Yuri Lodygin,23.0,Goalkeeper,Skoda Xanthi,£720Th.,in,Summer,0.72,Premier Liga,2013,2013/2014,goalkeeper,7487.0
17892,Zenit St. Petersburg,Bruno Alves,31.0,Centre-Back,Fenerbahce,£4.95m,out,Summer,4.95,Premier Liga,2013,2013/2014,defender,14151.0
17893,Lokomotiv Moscow,Moubarak Boussoufa,29.0,Attacking Midfield,Anzhi,£13.50m,in,Summer,13.5,Premier Liga,2013,2013/2014,midfielder,7488.0
17894,Lokomotiv Moscow,Lassana Diarra,28.0,Defensive Midfield,Anzhi,£10.80m,in,Summer,10.8,Premier Liga,2013,2013/2014,midfielder,12594.0
17895,Lokomotiv Moscow,Arseni Logashov,22.0,Right-Back,Anzhi,£2.70m,in,Summer,2.7,Premier Liga,2013,2013/2014,defender,7489.0
17896,Lokomotiv Moscow,Ilya Abaev,31.0,Goalkeeper,Volga NN,£900Th.,in,Summer,0.9,Premier Liga,2013,2013/2014,goalkeeper,7490.0
17898,Lokomotiv Moscow,Manuel da Costa,27.0,Centre-Back,Sivasspor,£1.98m,out,Summer,1.98,Premier Liga,2013,2013/2014,defender,13099.0
17901,Spartak Moscow,Denis Glushakov,26.0,Central Midfield,Loko Moscow,£7.20m,in,Summer,7.2,Premier Liga,2013,2013/2014,midfielder,7491.0
17902,Spartak Moscow,Aras Özbiliz,23.0,Right Winger,Kuban Krasnodar,£7.20m,in,Summer,7.2,Premier Liga,2013,2013/2014,attacker,14644.0
17903,Spartak Moscow,Tino Costa,28.0,Central Midfield,Valencia,£5.85m,in,Summer,5.85,Premier Liga,2013,2013/2014,midfielder,13995.0
17904,Spartak Moscow,Serdar Tasci,26.0,Centre-Back,VfB Stuttgart,£3.60m,in,Summer,3.6,Premier Liga,2013,2013/2014,defender,14926.0
17905,Spartak Moscow,José Manuel Jurado,27.0,Attacking Midfield,FC Schalke 04,£2.70m,in,Summer,2.7,Premier Liga,2013,2013/2014,midfielder,12940.0
17906,Spartak Moscow,Lucas Barrios,28.0,Centre-Forward,GZ Evergrande,£2.70m,in,Summer,2.7,Premier Liga,2013,2013/2014,attacker,13811.0
17907,Spartak Moscow,João Carlos,31.0,Centre-Back,Anzhi,£675Th.,in,Summer,0.675,Premier Liga,2013,2013/2014,defender,7493.0
17908,Spartak Moscow,Emmanuel Emenike,26.0,Centre-Forward,Fenerbahce,£11.70m,out,Summer,11.7,Premier Liga,2013,2013/2014,attacker,14927.0
17910,FK Krasnodar,Andreas Granqvist,28.0,Centre-Back,Genoa,£4.50m,in,Summer,4.5,Premier Liga,2013,2013/2014,defender,12882.0
17911,FK Krasnodar,Artur Jedrzejczyk,25.0,Centre-Back,Legia Warszawa,£1.98m,in,Summer,1.98,Premier Liga,2013,2013/2014,defender,14928.0
17912,FK Krasnodar,Aleksandr Filtsov,23.0,Goalkeeper,Loko Moscow,£1.80m,in,Summer,1.8,Premier Liga,2013,2013/2014,goalkeeper,7496.0
17913,FK Krasnodar,Ricardo Laborde,25.0,Right Winger,Anorthosis,£1.53m,in,Summer,1.53,Premier Liga,2013,2013/2014,attacker,7497.0
17914,FK Krasnodar,Marcos Pizzelli,28.0,Attacking Midfield,Kuban Krasnodar,£1.53m,in,Summer,1.53,Premier Liga,2013,2013/2014,midfielder,7498.0
17915,FK Krasnodar,Ari,27.0,Centre-Forward,Spartak Moscow,£360Th.,in,Summer,0.36,Premier Liga,2013,2013/2014,attacker,13441.0
17916,FK Krasnodar,Yuri Gazinskiy,23.0,Central Midfield,Torpedo Moscow,£225Th.,in,Summer,0.225,Premier Liga,2013,2013/2014,midfielder,7499.0
17920,Ural Yekaterinburg,Denis Dorozhkin,26.0,Centre-Forward,Spartak Nalchik,£90Th.,in,Winter,0.09,Premier Liga,2013,2013/2014,attacker,7500.0
17921,Amkar Perm,Aleksey Nikitin,22.0,Centre-Back,Enisey,£405Th.,in,Winter,0.405,Premier Liga,2013,2013/2014,defender,7501.0
17922,Amkar Perm,Damian Zbozien,24.0,Right-Back,Piast Gliwice,£180Th.,in,Winter,0.18,Premier Liga,2013,2013/2014,defender,7502.0
17923,Amkar Perm,Fegor Ogude,26.0,Defensive Midfield,Vålerenga,£90Th.,in,Winter,0.09,Premier Liga,2013,2013/2014,midfielder,7503.0
17924,Amkar Perm,Jakub Wawrzyniak,30.0,Left-Back,Legia Warszawa,£90Th.,in,Winter,0.09,Premier Liga,2013,2013/2014,defender,7504.0
17925,Terek Grozny,Daler Kuzyaev,20.0,Central Midfield,Neftekhimik,£270Th.,in,Winter,0.27,Premier Liga,2013,2013/2014,midfielder,14929.0
17926,Terek Grozny,Ezechiel Ndouasel,25.0,Centre-Forward,Club Africain,Loan fee:£90Th.,out,Winter,0.09,Premier Liga,2013,2013/2014,attacker,14651.0
17927,Tom Tomsk,Maksim Bordachev,27.0,Left-Back,BATE Borisov,£392Th.,in,Winter,0.392,Premier Liga,2013,2013/2014,defender,7506.0
17928,Tom Tomsk,Pavel Nekhajchik,25.0,Left Winger,BATE Borisov,£164Th.,in,Winter,0.16399999999999998,Premier Liga,2013,2013/2014,attacker,7507.0
17930,Anzhi Makhachkala,Jucilei,25.0,Defensive Midfield,Al-Jazira,£5.40m,out,Winter,5.4,Premier Liga,2013,2013/2014,midfielder,7508.0
17931,Rubin Kazan,Marko Devic,30.0,Centre-Forward,Metalist,£4.50m,in,Winter,4.5,Premier Liga,2013,2013/2014,attacker,14930.0
17932,Rubin Kazan,Taras Burlak,23.0,Centre-Back,Loko Moscow,£2.25m,in,Winter,2.25,Premier Liga,2013,2013/2014,defender,7510.0
17934,Krylya Sovetov Samara,Emin Makhmudov,21.0,Central Midfield,Spartak Moscow,£225Th.,in,Winter,0.225,Premier Liga,2013,2013/2014,midfielder,7511.0
17935,Krylya Sovetov Samara,Pablo Zeballos,27.0,Second Striker,Botafogo,£810Th.,out,Winter,0.81,Premier Liga,2013,2013/2014,attacker,7512.0
17937,CSKA Moscow,Ricardo Jesus,28.0,Centre-Forward,Querétaro FC,£180Th.,out,Winter,0.18,Premier Liga,2013,2013/2014,attacker,7513.0
17939,Zenit St. Petersburg,Salomón Rondón,24.0,Centre-Forward,Rubin Kazan,£16.20m,in,Winter,16.2,Premier Liga,2013,2013/2014,attacker,13997.0
17940,Lokomotiv Moscow,Aleksandr Sheshukov,30.0,Centre-Back,Rostov,£900Th.,in,Winter,0.9,Premier Liga,2013,2013/2014,defender,7514.0
17941,Lokomotiv Moscow,Felipe Caicedo,25.0,Centre-Forward,Al-Jazira,£6.30m,out,Winter,6.3,Premier Liga,2013,2013/2014,attacker,13173.0
17943,Spartak Moscow,Patrick Ebert,26.0,Attacking Midfield,Real Valladolid,£1.17m,in,Winter,1.17,Premier Liga,2013,2013/2014,midfielder,7515.0
17946,Spartak Moscow,Marek Suchy,25.0,Centre-Back,FC Basel,Loan fee:£450Th.,out,Winter,0.45,Premier Liga,2013,2013/2014,defender,14931.0
17949,FK Krasnodar,Pavel Mamaev,25.0,Central Midfield,CSKA Moscow,£4.50m,in,Winter,4.5,Premier Liga,2013,2013/2014,midfielder,7517.0
17950,FK Krasnodar,Ragnar Sigurdsson,27.0,Centre-Back,FC Copenhagen,£3.83m,in,Winter,3.83,Premier Liga,2013,2013/2014,defender,14932.0
17951,Ajax Amsterdam,Mike van der Hoorn,20.0,Centre-Back,FC Utrecht,£3.42m,in,Summer,3.42,Eredivisie,2013,2013/2014,defender,14933.0
17952,Ajax Amsterdam,Lerin Duarte,23.0,Central Midfield,Heracles Almelo,£2.70m,in,Summer,2.7,Eredivisie,2013,2013/2014,midfielder,14435.0
17955,Ajax Amsterdam,Derk Boerrigter,26.0,Left Winger,Celtic,£2.25m,out,Summer,2.25,Eredivisie,2013,2013/2014,attacker,13114.0
17957,PSV Eindhoven,Adam Maher,19.0,Central Midfield,AZ Alkmaar,£7.20m,in,Summer,7.2,Eredivisie,2013,2013/2014,midfielder,7520.0
17958,PSV Eindhoven,Jeffrey Bruma,21.0,Centre-Back,Chelsea,£3.15m,in,Summer,3.15,Eredivisie,2013,2013/2014,defender,14269.0
17959,PSV Eindhoven,Santiago Arias,21.0,Right-Back,Sporting CP,£1.74m,in,Summer,1.74,Eredivisie,2013,2013/2014,defender,14417.0
17960,PSV Eindhoven,Stijn Schaars,29.0,Defensive Midfield,Sporting CP,£765Th.,in,Summer,0.765,Eredivisie,2013,2013/2014,midfielder,12825.0
17961,PSV Eindhoven,Florian Jozefzoon,22.0,Right Winger,RKC Waalwijk,£248Th.,in,Summer,0.248,Eredivisie,2013,2013/2014,attacker,14934.0
17964,PSV Eindhoven,Jeremain Lens,25.0,Right Winger,Dynamo Kyiv,£8.10m,out,Summer,8.1,Eredivisie,2013,2013/2014,attacker,14163.0
17967,Feyenoord Rotterdam,Graziano Pellè,27.0,Centre-Forward,Parma,£2.70m,in,Summer,2.7,Eredivisie,2013,2013/2014,attacker,13440.0
17971,FC Utrecht,Nana Asare,26.0,Left-Back,KAA Gent,£810Th.,out,Summer,0.81,Eredivisie,2013,2013/2014,defender,13936.0
17972,Twente Enschede FC,Jesús Corona,20.0,Right Midfield,Monterrey,£3.15m,in,Summer,3.15,Eredivisie,2013,2013/2014,midfielder,14935.0
17973,Twente Enschede FC,Dico Koppers,21.0,Left-Back,Ajax,£720Th.,in,Summer,0.72,Eredivisie,2013,2013/2014,defender,7523.0
17974,Twente Enschede FC,Youness Mokhtar,22.0,Left Winger,PEC Zwolle,£585Th.,in,Summer,0.585,Eredivisie,2013,2013/2014,attacker,14682.0
17975,Twente Enschede FC,Sonny Stevens,21.0,Goalkeeper,FC Volendam,£360Th.,in,Summer,0.36,Eredivisie,2013,2013/2014,goalkeeper,7524.0
17976,Twente Enschede FC,Cuco Martina,23.0,Right-Back,RKC Waalwijk,£315Th.,in,Summer,0.315,Eredivisie,2013,2013/2014,defender,14936.0
17979,Twente Enschede FC,Joshua John,24.0,Left Winger,Nordsjaelland,£495Th.,out,Summer,0.495,Eredivisie,2013,2013/2014,attacker,7526.0
17981,FC Groningen,Eric Botteghin,25.0,Centre-Back,NAC Breda,£585Th.,in,Summer,0.585,Eredivisie,2013,2013/2014,defender,14937.0
17982,FC Groningen,Virgil van Dijk,21.0,Centre-Back,Celtic,£2.48m,out,Summer,2.48,Eredivisie,2013,2013/2014,defender,14938.0
17984,SC Heerenveen,Magnus Wolff Eikrem,22.0,Attacking Midfield,Molde,£1.08m,in,Summer,1.08,Eredivisie,2013,2013/2014,midfielder,14724.0
17985,SC Heerenveen,Yanic Wildschut,21.0,Left Winger,VVV-Venlo,£630Th.,in,Summer,0.63,Eredivisie,2013,2013/2014,attacker,14436.0
17988,ADO Den Haag,Mathias Gehrt,21.0,Right Winger,Bröndby IF,£90Th.,in,Summer,0.09,Eredivisie,2013,2013/2014,attacker,7529.0
17989,AZ Alkmaar,Nemanja Gudelj,21.0,Defensive Midfield,NAC Breda,£2.70m,in,Summer,2.7,Eredivisie,2013,2013/2014,midfielder,14939.0
17990,AZ Alkmaar,Jeffrey Gouweleeuw,21.0,Centre-Back,Heerenveen,£1.35m,in,Summer,1.35,Eredivisie,2013,2013/2014,defender,14940.0
17991,AZ Alkmaar,Denni Avdic,24.0,Centre-Forward,Werder Bremen,£225Th.,in,Summer,0.225,Eredivisie,2013,2013/2014,attacker,14049.0
17994,PEC Zwolle,Mateusz Klich,23.0,Central Midfield,VfL Wolfsburg,£180Th.,in,Summer,0.18,Eredivisie,2013,2013/2014,midfielder,14284.0
17996,Heracles Almelo,Iliass Bel Hassani,20.0,Attacking Midfield,Sparta R.,£270Th.,in,Summer,0.27,Eredivisie,2013,2013/2014,midfielder,14941.0
18002,NEC Nijmegen,Jakob Jantscher,24.0,Left Midfield,RB Salzburg,£225Th.,in,Summer,0.225,Eredivisie,2013,2013/2014,midfielder,14642.0
18003,NEC Nijmegen,Alireza Jahanbakhsh,19.0,Right Winger,Damash Gilan,£225Th.,in,Summer,0.225,Eredivisie,2013,2013/2014,attacker,14942.0
18004,NEC Nijmegen,Melvin Platje,24.0,Centre-Forward,Neftchi Baku,£180Th.,out,Summer,0.18,Eredivisie,2013,2013/2014,attacker,7534.0
18005,Roda JC Kerkrade,Sanharib Malki,29.0,Centre-Forward,Kasimpasa,£1.35m,out,Summer,1.35,Eredivisie,2013,2013/2014,attacker,7535.0
18006,Ajax Amsterdam,Eyong Enoh,27.0,Defensive Midfield,Antalyaspor,Loan fee:£90Th.,out,Winter,0.09,Eredivisie,2013,2013/2014,midfielder,14943.0
18007,PSV Eindhoven,Bryan Ruíz,28.0,Attacking Midfield,Fulham,Loan fee:£900Th.,in,Winter,0.9,Eredivisie,2013,2013/2014,midfielder,13929.0
18009,Vitesse Arnhem,Giorgi Chanturia,20.0,Right Winger,CFR Cluj,£900Th.,out,Winter,0.9,Eredivisie,2013,2013/2014,attacker,7537.0
18010,Twente Enschede FC,Torgeir Börven,22.0,Centre-Forward,Vålerenga,£495Th.,in,Winter,0.495,Eredivisie,2013,2013/2014,attacker,7538.0
18011,FC Groningen,David Texeira,22.0,Centre-Forward,FC Dallas,£216Th.,out,Winter,0.21600000000000003,Eredivisie,2013,2013/2014,attacker,14432.0
18013,AZ Alkmaar,Maarten Martens,29.0,Attacking Midfield,PAOK Salonika,£630Th.,out,Winter,0.63,Eredivisie,2013,2013/2014,midfielder,12830.0
18014,PEC Zwolle,Athanasios Karagounis,22.0,Right Winger,Atromitos Athen,£270Th.,in,Winter,0.27,Eredivisie,2013,2013/2014,attacker,7539.0
