,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,position_simple,player_id
19461,Leicester City,Gökhan Inler,31.0,Defensive Midfield,SSC Napoli,£6.30m,in,Summer,6.3,Premier League,2015,2015/2016,midfielder,13390.0
19462,Leicester City,Yohan Benalouane,28.0,Centre-Back,Atalanta,£6.30m,in,Summer,6.3,Premier League,2015,2015/2016,defender,14088.0
19463,Leicester City,Robert Huth,30.0,Centre-Back,Stoke City,£3.78m,in,Summer,3.78,Premier League,2015,2015/2016,defender,12843.0
19466,Newcastle United,Georginio Wijnaldum,24.0,Central Midfield,PSV Eindhoven,£18.00m,in,Summer,18.0,Premier League,2015,2015/2016,midfielder,14427.0
19467,Newcastle United,Aleksandar Mitrovic,20.0,Centre-Forward,RSC Anderlecht,£16.65m,in,Summer,16.65,Premier League,2015,2015/2016,attacker,15192.0
19468,Newcastle United,Florian Thauvin,22.0,Right Winger,Marseille,£16.52m,in,Summer,16.52,Premier League,2015,2015/2016,attacker,14565.0
19469,Newcastle United,Chancel Mbemba,20.0,Centre-Back,RSC Anderlecht,£10.80m,in,Summer,10.8,Premier League,2015,2015/2016,defender,15193.0
19470,Newcastle United,Ivan Toney,19.0,Centre-Forward,Northampton,£324Th.,in,Summer,0.324,Premier League,2015,2015/2016,attacker,15194.0
19472,Newcastle United,Mehdi Abeid,23.0,Central Midfield,Panathinaikos,£540Th.,out,Summer,0.54,Premier League,2015,2015/2016,midfielder,15195.0
19474,Sunderland AFC,Jeremain Lens,27.0,Right Winger,Dynamo Kyiv,£10.26m,in,Summer,10.26,Premier League,2015,2015/2016,attacker,14163.0
19475,Sunderland AFC,Fabio Borini,24.0,Left Winger,Liverpool,£9.63m,in,Summer,9.63,Premier League,2015,2015/2016,attacker,14374.0
19476,Sunderland AFC,Ricardo Álvarez,27.0,Attacking Midfield,Inter,£9.45m,in,Summer,9.45,Premier League,2015,2015/2016,midfielder,14375.0
19477,Sunderland AFC,Younès Kaboul,29.0,Centre-Back,Spurs,£3.87m,in,Summer,3.87,Premier League,2015,2015/2016,defender,13135.0
19478,Sunderland AFC,Santiago Vergini,26.0,Centre-Back,Estudiantes,£2.57m,in,Summer,2.57,Premier League,2015,2015/2016,defender,15196.0
19479,Sunderland AFC,Sebastián Coates,24.0,Centre-Back,Liverpool,£2.52m,in,Summer,2.52,Premier League,2015,2015/2016,defender,14190.0
19480,Sunderland AFC,Adam Matthews,23.0,Right-Back,Celtic,£2.52m,in,Summer,2.52,Premier League,2015,2015/2016,defender,14222.0
19484,Aston Villa,Jordan Ayew,23.0,Centre-Forward,FC Lorient,£10.80m,in,Summer,10.8,Premier League,2015,2015/2016,attacker,15050.0
19485,Aston Villa,Jordan Amavi,21.0,Left-Back,OGC Nice,£9.90m,in,Summer,9.9,Premier League,2015,2015/2016,defender,15197.0
19486,Aston Villa,Adama Traoré,19.0,Right Winger,FC Barcelona B,£9.00m,in,Summer,9.0,Premier League,2015,2015/2016,attacker,15146.0
19487,Aston Villa,Jordan Veretout,22.0,Central Midfield,FC Nantes,£9.00m,in,Summer,9.0,Premier League,2015,2015/2016,midfielder,15198.0
19488,Aston Villa,Idrissa Gueye,25.0,Defensive Midfield,LOSC Lille,£8.10m,in,Summer,8.1,Premier League,2015,2015/2016,midfielder,15199.0
19489,Aston Villa,Rudy Gestede,26.0,Centre-Forward,Blackburn,£7.65m,in,Summer,7.65,Premier League,2015,2015/2016,attacker,14732.0
19490,Aston Villa,Scott Sinclair,26.0,Left Winger,Man City,£3.15m,in,Summer,3.15,Premier League,2015,2015/2016,attacker,13980.0
19491,Aston Villa,Joleon Lescott,33.0,Centre-Back,West Brom,£1.26m,in,Summer,1.26,Premier League,2015,2015/2016,defender,12840.0
19492,Aston Villa,José Crespo,28.0,Centre-Back,Córdoba CF,£720Th.,in,Summer,0.72,Premier League,2015,2015/2016,defender,13785.0
19493,Aston Villa,Tiago Ilori,22.0,Centre-Back,Liverpool,Loan fee:£315Th.,in,Summer,0.315,Premier League,2015,2015/2016,defender,14699.0
19499,AFC Bournemouth,Tyrone Mings,22.0,Centre-Back,Ipswich,£10.17m,in,Summer,10.17,Premier League,2015,2015/2016,defender,14484.0
19500,AFC Bournemouth,Max Gradel,27.0,Left Winger,Saint-Étienne,£9.00m,in,Summer,9.0,Premier League,2015,2015/2016,attacker,14343.0
19501,AFC Bournemouth,Glenn Murray,31.0,Centre-Forward,Crystal Palace,£4.86m,in,Summer,4.86,Premier League,2015,2015/2016,attacker,15200.0
19502,AFC Bournemouth,Lee Tomlin,26.0,Second Striker,Middlesbrough,£3.87m,in,Summer,3.87,Premier League,2015,2015/2016,attacker,14989.0
19503,Watford FC,Étienne Capoue,26.0,Defensive Midfield,Spurs,£8.01m,in,Summer,8.01,Premier League,2015,2015/2016,midfielder,14695.0
19504,Watford FC,José Manuel Jurado,29.0,Attacking Midfield,Spartak Moscow,£7.74m,in,Summer,7.74,Premier League,2015,2015/2016,midfielder,12940.0
19505,Watford FC,Matej Vydra,23.0,Centre-Forward,Udinese Calcio,£7.56m,in,Summer,7.56,Premier League,2015,2015/2016,attacker,14118.0
19506,Watford FC,Obbi Oulare,19.0,Centre-Forward,Club Brugge,£7.41m,in,Summer,7.41,Premier League,2015,2015/2016,attacker,15201.0
19507,Watford FC,Steven Berghuis,23.0,Right Winger,AZ Alkmaar,£5.85m,in,Summer,5.85,Premier League,2015,2015/2016,attacker,14670.0
19508,Watford FC,Valon Behrami,30.0,Defensive Midfield,Hamburger SV,£3.15m,in,Summer,3.15,Premier League,2015,2015/2016,midfielder,12799.0
19509,Watford FC,Jose Cholevas,31.0,Left-Back,AS Roma,£2.25m,in,Summer,2.25,Premier League,2015,2015/2016,defender,15097.0
19510,Watford FC,Víctor Ibarbo,25.0,Second Striker,AS Roma,Loan fee:£1.80m,in,Summer,1.8,Premier League,2015,2015/2016,attacker,14360.0
19515,Norwich City,Robbie Brady,23.0,Left Midfield,Hull City,£8.91m,in,Summer,8.91,Premier League,2015,2015/2016,midfielder,14482.0
19516,Norwich City,Graham Dorrans,28.0,Central Midfield,West Brom,£3.69m,in,Summer,3.69,Premier League,2015,2015/2016,midfielder,13479.0
19517,Norwich City,Andre Wisdom,22.0,Right-Back,Liverpool,Loan fee:£1.62m,in,Summer,1.62,Premier League,2015,2015/2016,defender,15202.0
19519,Norwich City,Cameron McGeehan,20.0,Central Midfield,Luton,£126Th.,out,Summer,0.126,Premier League,2015,2015/2016,midfielder,15203.0
19520,Chelsea FC,Matt Miazga,20.0,Centre-Back,NY Red Bulls,£4.14m,in,Winter,4.14,Premier League,2015,2015/2016,defender,15204.0
19521,Chelsea FC,Ramires,28.0,Central Midfield,JS Suning,£25.20m,out,Winter,25.2,Premier League,2015,2015/2016,midfielder,13915.0
19523,Manchester City,Anthony Cáceres,23.0,Central Midfield,Central Coast,£288Th.,in,Winter,0.28800000000000003,Premier League,2015,2015/2016,midfielder,8007.0
19524,Arsenal FC,Mohamed Elneny,23.0,Defensive Midfield,FC Basel,£11.25m,in,Winter,11.25,Premier League,2015,2015/2016,midfielder,8008.0
19527,Liverpool FC,Marko Grujic,19.0,Central Midfield,Red Star,£6.30m,in,Winter,6.3,Premier League,2015,2015/2016,midfielder,15205.0
19528,Liverpool FC,Marko Grujic,19.0,Central Midfield,Red Star,Loan fee:£900Th.,out,Winter,0.9,Premier League,2015,2015/2016,midfielder,15205.0
19529,Southampton FC,Charlie Austin,26.0,Centre-Forward,QPR,£4.68m,in,Winter,4.68,Premier League,2015,2015/2016,attacker,13992.0
19530,Swansea City,Alberto Paloschi,26.0,Centre-Forward,Chievo Verona,£7.92m,in,Winter,7.92,Premier League,2015,2015/2016,attacker,13626.0
19533,Stoke City,Giannelli Imbula,23.0,Defensive Midfield,FC Porto,£21.83m,in,Winter,21.83,Premier League,2015,2015/2016,midfielder,14802.0
19534,Everton FC,Oumar Niasse,25.0,Centre-Forward,Loko Moscow,£16.11m,in,Winter,16.11,Premier League,2015,2015/2016,attacker,15151.0
19535,Everton FC,Shani Tarashaj,20.0,Second Striker,Grasshoppers,£3.60m,in,Winter,3.6,Premier League,2015,2015/2016,attacker,8010.0
19537,West Ham United,Sam Byram,22.0,Right-Back,Leeds,£4.32m,in,Winter,4.32,Premier League,2015,2015/2016,defender,15206.0
19538,West Ham United,Emmanuel Emenike,28.0,Centre-Forward,Fenerbahce,Loan fee:£900Th.,in,Winter,0.9,Premier League,2015,2015/2016,attacker,14927.0
19541,West Ham United,Nikica Jelavic,30.0,Centre-Forward,BJ Renhe,£1.00m,out,Winter,1.0,Premier League,2015,2015/2016,attacker,14212.0
19542,Leicester City,Daniel Amartey,21.0,Defensive Midfield,FC Copenhagen,£5.94m,in,Winter,5.94,Premier League,2015,2015/2016,midfielder,8012.0
19543,Leicester City,Demarai Gray,19.0,Left Winger,Birmingham,£4.59m,in,Winter,4.59,Premier League,2015,2015/2016,attacker,15207.0
19545,Newcastle United,Jonjo Shelvey,23.0,Central Midfield,Swansea,£14.40m,in,Winter,14.4,Premier League,2015,2015/2016,midfielder,13967.0
19546,Newcastle United,Andros Townsend,24.0,Right Winger,Spurs,£14.13m,in,Winter,14.13,Premier League,2015,2015/2016,attacker,15208.0
19547,Newcastle United,Henri Saivet,25.0,Attacking Midfield,G. Bordeaux,£5.40m,in,Winter,5.4,Premier League,2015,2015/2016,midfielder,15209.0
19548,Newcastle United,Seydou Doumbia,28.0,Centre-Forward,AS Roma,Loan fee:£900Th.,in,Winter,0.9,Premier League,2015,2015/2016,attacker,15117.0
19549,Newcastle United,Shane Ferguson,24.0,Left Midfield,Millwall,£360Th.,out,Winter,0.36,Premier League,2015,2015/2016,midfielder,8016.0
19551,Sunderland AFC,Wahbi Khazri,24.0,Centre-Forward,G. Bordeaux,£10.62m,in,Winter,10.62,Premier League,2015,2015/2016,attacker,15045.0
19552,Sunderland AFC,Lamine Koné,26.0,Centre-Back,FC Lorient,£5.85m,in,Winter,5.85,Premier League,2015,2015/2016,defender,14059.0
19553,Sunderland AFC,Dame N'Doye,30.0,Centre-Forward,Trabzonspor,Loan fee:£1.26m,in,Winter,1.26,Premier League,2015,2015/2016,attacker,13432.0
19554,Sunderland AFC,Jan Kirchhoff,25.0,Centre-Back,Bayern Munich,£900Th.,in,Winter,0.9,Premier League,2015,2015/2016,defender,14797.0
19556,AFC Bournemouth,Benik Afobe,22.0,Centre-Forward,Wolves,£11.97m,in,Winter,11.97,Premier League,2015,2015/2016,attacker,15002.0
19557,AFC Bournemouth,Lewis Grabban,27.0,Centre-Forward,Norwich,£8.42m,in,Winter,8.42,Premier League,2015,2015/2016,attacker,13207.0
19558,AFC Bournemouth,Juan Iturbe,22.0,Left Winger,AS Roma,Loan fee:£1.08m,in,Winter,1.08,Premier League,2015,2015/2016,attacker,14159.0
19559,AFC Bournemouth,Rhoys Wiggins,28.0,Left-Back,Sheff Wed,£234Th.,in,Winter,0.23399999999999999,Premier League,2015,2015/2016,defender,15210.0
19561,Watford FC,Adalberto Peñaranda,18.0,Centre-Forward,Udinese Calcio,£9.54m,in,Winter,9.54,Premier League,2015,2015/2016,attacker,15212.0
19562,Watford FC,Abdoulaye Doucouré,23.0,Central Midfield,Stade Rennais,£9.54m,in,Winter,9.54,Premier League,2015,2015/2016,midfielder,15213.0
19563,Watford FC,Nordin Amrabat,28.0,Right Winger,Málaga CF,£7.56m,in,Winter,7.56,Premier League,2015,2015/2016,attacker,13451.0
19564,Watford FC,Mario Suárez,28.0,Defensive Midfield,Fiorentina,£4.77m,in,Winter,4.77,Premier League,2015,2015/2016,midfielder,13541.0
19566,Norwich City,Steven Naismith,29.0,Second Striker,Everton,£9.90m,in,Winter,9.9,Premier League,2015,2015/2016,attacker,8020.0
19567,Norwich City,Timm Klose,27.0,Centre-Back,VfL Wolfsburg,£9.90m,in,Winter,9.9,Premier League,2015,2015/2016,defender,14279.0
19568,Norwich City,Matt Jarvis,29.0,Left Winger,West Ham,£3.06m,in,Winter,3.06,Premier League,2015,2015/2016,attacker,13183.0
19569,Norwich City,James Maddison,19.0,Attacking Midfield,Coventry,£2.39m,in,Winter,2.39,Premier League,2015,2015/2016,midfielder,15214.0
19572,Hull City,Moses Odubajo,22.0,Right-Back,Brentford,£4.50m,in,Summer,4.5,Championship,2015,2015/2016,defender,14979.0
19573,Hull City,Adama Diomande,25.0,Centre-Forward,Stabæk Fotball,£2.12m,in,Summer,2.12,Championship,2015,2015/2016,attacker,8022.0
19574,Hull City,Shaun Maloney,32.0,Attacking Midfield,Chicago Fire,£1.80m,in,Summer,1.8,Championship,2015,2015/2016,midfielder,12872.0
19575,Hull City,Sam Clucas,24.0,Central Midfield,Chesterfield FC,£1.62m,in,Summer,1.62,Championship,2015,2015/2016,midfielder,15215.0
19580,Hull City,Dame N'Doye,30.0,Centre-Forward,Trabzonspor,£2.84m,out,Summer,2.84,Championship,2015,2015/2016,attacker,13432.0
19581,Burnley FC,Andre Gray,24.0,Centre-Forward,Brentford,£11.16m,in,Summer,11.16,Championship,2015,2015/2016,attacker,14981.0
19582,Burnley FC,Jelle Vossen,26.0,Centre-Forward,KRC Genk,£2.84m,in,Summer,2.84,Championship,2015,2015/2016,attacker,14990.0
19583,Burnley FC,Rouwen Hennings,27.0,Centre-Forward,Karlsruher SC,£2.25m,in,Summer,2.25,Championship,2015,2015/2016,attacker,13258.0
19584,Burnley FC,Matthew Lowton,26.0,Right-Back,Aston Villa,£1.26m,in,Summer,1.26,Championship,2015,2015/2016,defender,14450.0
19585,Burnley FC,Chris Long,20.0,Centre-Forward,Everton U21,£1.26m,in,Summer,1.26,Championship,2015,2015/2016,attacker,8024.0
19586,Burnley FC,Tendayi Darikwa,23.0,Right-Back,Chesterfield FC,£770Th.,in,Summer,0.77,Championship,2015,2015/2016,defender,15216.0
19590,Burnley FC,Jelle Vossen,26.0,Centre-Forward,Club Brugge,£2.97m,out,Summer,2.97,Championship,2015,2015/2016,attacker,14990.0
19591,Queens Park Rangers,Massimo Luongo,22.0,Central Midfield,Swindon Town,£3.85m,in,Summer,3.85,Championship,2015,2015/2016,midfielder,15217.0
19592,Queens Park Rangers,Tjaronn Chery,27.0,Attacking Midfield,FC Groningen,£2.10m,in,Summer,2.1,Championship,2015,2015/2016,midfielder,14434.0
19593,Queens Park Rangers,Sebastian Polter,24.0,Centre-Forward,1.FSV Mainz 05,£2.07m,in,Summer,2.07,Championship,2015,2015/2016,attacker,14525.0
19594,Queens Park Rangers,Alex Smithies,25.0,Goalkeeper,Huddersfield,£1.89m,in,Summer,1.89,Championship,2015,2015/2016,goalkeeper,15218.0
19595,Queens Park Rangers,James Perch,29.0,Defensive Midfield,Wigan,£1.26m,in,Summer,1.26,Championship,2015,2015/2016,midfielder,13952.0
19596,Queens Park Rangers,Ben Gladwin,23.0,Central Midfield,Swindon Town,£639Th.,in,Summer,0.639,Championship,2015,2015/2016,midfielder,8028.0
19599,Middlesbrough FC,Stewart Downing,30.0,Left Midfield,West Ham,£7.11m,in,Summer,7.11,Championship,2015,2015/2016,midfielder,13736.0
19600,Middlesbrough FC,David Nugent,30.0,Centre-Forward,Leicester,£5.04m,in,Summer,5.04,Championship,2015,2015/2016,attacker,12457.0
19601,Middlesbrough FC,Cristhian Stuani,28.0,Centre-Forward,Espanyol,£2.70m,in,Summer,2.7,Championship,2015,2015/2016,attacker,15219.0
19602,Middlesbrough FC,Carlos de Pena,23.0,Left Winger,Nacional,£2.16m,in,Summer,2.16,Championship,2015,2015/2016,attacker,8030.0
19604,Brentford FC,Andreas Bjelland,26.0,Centre-Back,Twente FC,£2.25m,in,Summer,2.25,Championship,2015,2015/2016,defender,14673.0
19605,Brentford FC,Philipp Hofmann,22.0,Centre-Forward,1.FC K'lautern,£1.80m,in,Summer,1.8,Championship,2015,2015/2016,attacker,14511.0
19606,Brentford FC,Maxime Colin,23.0,Right-Back,RSC Anderlecht,£1.35m,in,Summer,1.35,Championship,2015,2015/2016,defender,14554.0
19607,Brentford FC,Ryan Woods,21.0,Defensive Midfield,Shrewsbury,£1.22m,in,Summer,1.22,Championship,2015,2015/2016,midfielder,15220.0
19608,Brentford FC,Lasse Vibe,28.0,Centre-Forward,IFK Göteborg,£1.17m,in,Summer,1.17,Championship,2015,2015/2016,attacker,15221.0
19609,Brentford FC,Josh McEachran,22.0,Central Midfield,Chelsea,£936Th.,in,Summer,0.9359999999999999,Championship,2015,2015/2016,midfielder,8033.0
19610,Brentford FC,Yoann Barbet,22.0,Centre-Back,Chamois Niort,£630Th.,in,Summer,0.63,Championship,2015,2015/2016,defender,8034.0
19614,Brentford FC,Will Grigg,24.0,Centre-Forward,Wigan,£1.27m,out,Summer,1.27,Championship,2015,2015/2016,attacker,15222.0
19615,Ipswich Town,Jonas Knudsen,22.0,Left-Back,Esbjerg fB,£450Th.,in,Summer,0.45,Championship,2015,2015/2016,defender,8036.0
19616,Ipswich Town,Piotr Malarczyk,24.0,Centre-Back,Korona Kielce,£11Th.,in,Summer,0.011000000000000001,Championship,2015,2015/2016,defender,8037.0
19618,Wolverhampton Wanderers,Conor Coady,22.0,Centre-Back,Huddersfield,£2.52m,in,Summer,2.52,Championship,2015,2015/2016,defender,14986.0
19619,Wolverhampton Wanderers,Nathan Byrne,23.0,Right-Back,Swindon Town,£1.22m,in,Summer,1.22,Championship,2015,2015/2016,defender,15223.0
19620,Wolverhampton Wanderers,Jed Wallace,21.0,Right Winger,Portsmouth,£348Th.,in,Summer,0.348,Championship,2015,2015/2016,attacker,8039.0
19622,Derby County,Bradley Johnson,28.0,Central Midfield,Norwich,£7.29m,in,Summer,7.29,Championship,2015,2015/2016,midfielder,8040.0
19623,Derby County,Tom Ince,23.0,Right Winger,Hull City,£6.03m,in,Summer,6.03,Championship,2015,2015/2016,attacker,14218.0
19624,Derby County,Jacob Butterfield,25.0,Central Midfield,Huddersfield,£4.95m,in,Summer,4.95,Championship,2015,2015/2016,midfielder,14728.0
19625,Derby County,Jason Shackell,31.0,Centre-Back,Burnley,£3.78m,in,Summer,3.78,Championship,2015,2015/2016,defender,13494.0
19626,Derby County,Andreas Weimann,23.0,Right Winger,Aston Villa,£3.42m,in,Summer,3.42,Championship,2015,2015/2016,attacker,15224.0
19629,Birmingham City,Nicolai Brock-Madsen,22.0,Centre-Forward,Randers FC,£621Th.,in,Summer,0.621,Championship,2015,2015/2016,attacker,8042.0
19630,Birmingham City,Maikel Kieftenbeld,25.0,Defensive Midfield,FC Groningen,£225Th.,in,Summer,0.225,Championship,2015,2015/2016,midfielder,14169.0
19632,Charlton Athletic,Naby Sarr,21.0,Centre-Back,Sporting CP,£1.80m,in,Summer,1.8,Championship,2015,2015/2016,defender,15130.0
19633,Charlton Athletic,Patrick Bauer,22.0,Centre-Back,Marítimo,£1.35m,in,Summer,1.35,Championship,2015,2015/2016,defender,14904.0
19634,Charlton Athletic,El-Hadji Ba,22.0,Defensive Midfield,Sunderland,£450Th.,in,Summer,0.45,Championship,2015,2015/2016,midfielder,8043.0
19635,Charlton Athletic,Zakarya Bergdich,26.0,Left-Back,Real Valladolid,£225Th.,in,Summer,0.225,Championship,2015,2015/2016,defender,14752.0
19638,Sheffield Wednesday,Fernando Forestieri,25.0,Second Striker,Watford,£3.71m,in,Summer,3.71,Championship,2015,2015/2016,attacker,8044.0
19639,Sheffield Wednesday,Marco Matias,26.0,Right Winger,Nacional,£2.79m,in,Summer,2.79,Championship,2015,2015/2016,attacker,8045.0
19640,Sheffield Wednesday,Lucas João,21.0,Centre-Forward,Nacional,£2.50m,in,Summer,2.5,Championship,2015,2015/2016,attacker,15225.0
19641,Sheffield Wednesday,Rhoys Wiggins,27.0,Left-Back,Charlton,£900Th.,in,Summer,0.9,Championship,2015,2015/2016,defender,15211.0
19642,Sheffield Wednesday,Lewis McGugan,26.0,Central Midfield,Watford,£387Th.,in,Summer,0.387,Championship,2015,2015/2016,midfielder,8047.0
19643,Sheffield Wednesday,Vincent Sasso,24.0,Centre-Back,Braga,Loan fee:£117Th.,in,Summer,0.11699999999999999,Championship,2015,2015/2016,defender,14637.0
19646,Leeds United,Chris Wood,23.0,Centre-Forward,Leicester,£3.24m,in,Summer,3.24,Championship,2015,2015/2016,attacker,14486.0
19647,Leeds United,Stuart Dallas,24.0,Left-Back,Brentford,£1.71m,in,Summer,1.71,Championship,2015,2015/2016,defender,8048.0
19648,Leeds United,Jordan Botaka,22.0,Right-Back,Excelsior,£608Th.,in,Summer,0.608,Championship,2015,2015/2016,defender,8049.0
19649,Leeds United,Billy Sharp,29.0,Centre-Forward,Sheffield Utd.,£635Th.,out,Summer,0.635,Championship,2015,2015/2016,attacker,12651.0
19650,Huddersfield Town,Kyle Dempsey,19.0,Central Midfield,Carlisle United,£378Th.,in,Summer,0.37799999999999995,Championship,2015,2015/2016,midfielder,15226.0
19651,Huddersfield Town,Jordy Hiwula,20.0,Centre-Forward,Man City U21,£194Th.,in,Summer,0.19399999999999998,Championship,2015,2015/2016,attacker,8051.0
19655,Fulham FC,Tom Cairney,24.0,Central Midfield,Blackburn,£3.78m,in,Summer,3.78,Championship,2015,2015/2016,midfielder,8052.0
19656,Fulham FC,Tim Ream,27.0,Centre-Back,Bolton,£1.53m,in,Summer,1.53,Championship,2015,2015/2016,defender,14217.0
19657,Fulham FC,Richard Stearman,28.0,Centre-Back,Wolves,£1.24m,in,Summer,1.24,Championship,2015,2015/2016,defender,13495.0
19658,Fulham FC,Jazz Richards,24.0,Right-Back,Swansea,£635Th.,in,Summer,0.635,Championship,2015,2015/2016,defender,8053.0
19659,Fulham FC,Ryan Fredericks,22.0,Right-Back,Bristol City,£225Th.,in,Summer,0.225,Championship,2015,2015/2016,defender,15227.0
19660,Fulham FC,Sakari Mattila,26.0,Defensive Midfield,Aalesund,£180Th.,in,Summer,0.18,Championship,2015,2015/2016,midfielder,13691.0
19664,Fulham FC,Ryan Williams,21.0,Right Midfield,Barnsley FC,£180Th.,out,Summer,0.18,Championship,2015,2015/2016,midfielder,14209.0
19666,Bolton Wanderers,Sanmi Odelusi,22.0,Left Winger,Wigan,£63Th.,out,Summer,0.063,Championship,2015,2015/2016,attacker,8055.0
19667,Reading FC,Matej Vydra,23.0,Centre-Forward,Watford,Loan fee:£2.43m,in,Summer,2.43,Championship,2015,2015/2016,attacker,14118.0
19668,Reading FC,Orlando Sá,27.0,Centre-Forward,Legia Warszawa,£1.35m,in,Summer,1.35,Championship,2015,2015/2016,attacker,13912.0
19669,Reading FC,Paolo Hurtado,25.0,Attacking Midfield,Paços Ferreira,£765Th.,in,Summer,0.765,Championship,2015,2015/2016,midfielder,14423.0
19671,Brighton & Hove Albion,Uwe Hünemeier,29.0,Centre-Back,SC Paderborn,£2.43m,in,Summer,2.43,Championship,2015,2015/2016,defender,14010.0
19672,Brighton & Hove Albion,Jamie Murphy,25.0,Left Winger,Sheffield Utd.,£1.89m,in,Summer,1.89,Championship,2015,2015/2016,attacker,15228.0
19673,Brighton & Hove Albion,Tomer Hemed,28.0,Centre-Forward,UD Almería,£1.26m,in,Summer,1.26,Championship,2015,2015/2016,attacker,8057.0
19674,Brighton & Hove Albion,Elvis Manu,22.0,Left Winger,Feyenoord,£1.08m,in,Summer,1.08,Championship,2015,2015/2016,attacker,8058.0
19675,Brighton & Hove Albion,Connor Goldson,22.0,Centre-Back,Shrewsbury,£765Th.,in,Summer,0.765,Championship,2015,2015/2016,defender,15229.0
19676,Brighton & Hove Albion,Joe Ward,19.0,Right Midfield,Chelmsford City,£18Th.,in,Summer,0.018000000000000002,Championship,2015,2015/2016,midfielder,8060.0
19677,Bristol City,Jonathan Kodjia,25.0,Centre-Forward,SCO Angers,£2.70m,in,Summer,2.7,Championship,2015,2015/2016,attacker,15230.0
19678,Bristol City,Ryan Fredericks,22.0,Right-Back,Spurs,£225Th.,in,Summer,0.225,Championship,2015,2015/2016,defender,15227.0
19680,Preston North End,Stevie May,22.0,Centre-Forward,Sheff Wed,£990Th.,in,Summer,0.99,Championship,2015,2015/2016,attacker,14994.0
19681,Hull City,Dusan Kuciak,30.0,Goalkeeper,Legia Warszawa,£270Th.,in,Winter,0.27,Championship,2015,2015/2016,goalkeeper,12451.0
